Z,A,E0,ThetaDeg,nu,cross,error,dataSet,normalization,normError,normCross,system_err,normCrossError,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),nuel,Ex,Ep,R,Veff,Eeff,Ep_eff,F2foc,Q2,Q2eff,qv,W2,RT,RTerr,qvbin,qvcenter,Q2bin,Q2center
26,56,0.3122,180,0.1374,4580,249.4834664,Hotta:1984,1,0,4580,0.05,249.4834664,3.141592654,1,3.75E-33,2.67E+32,0.003692836,0.133707164,0.1748,4.433234524,0.0089,0.3211,0.1837,1.057827404,0.21829024,0.23594428,0.5048,0.902249363,86.07158781,4.688523599,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.3122,180,0.1473,4450,240.3897876,Hotta:1984,1,0,4450,0.05,240.3897876,3.141592654,1,3.75E-33,2.67E+32,0.003692836,0.143607164,0.1649,4.433234524,0.0089,0.3211,0.1738,1.057827404,0.20592712,0.22322872,0.4949,0.933542728,83.62850781,4.517626794,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.3122,180,0.1572,4650,250.0404967,Hotta:1984,1,0,4650,0.05,250.0404967,3.141592654,1,3.75E-33,2.67E+32,0.003692836,0.153507164,0.155,4.433234524,0.0089,0.3211,0.1639,1.057827404,0.193564,0.21051316,0.485,0.964836094,87.38709243,4.698991828,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.3122,180,0.1671,4360,240.2602755,Hotta:1984,1,0,4360,0.05,240.2602755,3.141592654,1,3.75E-33,2.67E+32,0.003692836,0.163407164,0.1451,4.433234524,0.0089,0.3211,0.154,1.057827404,0.18120088,0.1977976,0.4751,0.996129459,81.93714473,4.515192883,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.3122,180,0.177,4360,235.8474083,Hotta:1984,1,0,4360,0.05,235.8474083,3.141592654,1,3.75E-33,2.67E+32,0.003692836,0.173307164,0.1352,4.433234524,0.0089,0.3211,0.1441,1.057827404,0.16883776,0.18508204,0.4652,1.027422825,81.93714473,4.432262208,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.3122,180,0.1869,3790,211.0906204,Hotta:1984,1,0,3790,0.05,211.0906204,3.141592654,1,3.75E-33,2.67E+32,0.003692836,0.183207164,0.1253,4.433234524,0.0089,0.3211,0.1342,1.057827404,0.15647464,0.17236648,0.4553,1.05871619,71.22517856,3.967009796,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.3122,180,0.1968,3900,214.3501808,Hotta:1984,1,0,3900,0.05,214.3501808,3.141592654,1,3.75E-33,2.67E+32,0.003692836,0.193107164,0.1154,4.433234524,0.0089,0.3211,0.1243,1.057827404,0.14411152,0.15965092,0.4454,1.090009555,73.2924001,4.028266465,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.3122,180,0.2067,3600,200.8008964,Hotta:1984,1,0,3600,0.05,200.8008964,3.141592654,1,3.75E-33,2.67E+32,0.003692836,0.203007164,0.1055,4.433234524,0.0089,0.3211,0.1144,1.057827404,0.1317484,0.14693536,0.4355,1.121302921,67.65452317,3.773635805,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.3122,180,0.2166,3440,194.5893111,Hotta:1984,1,0,3440,0.05,194.5893111,3.141592654,1,3.75E-33,2.67E+32,0.003692836,0.212907164,0.0956,4.433234524,0.0089,0.3211,0.1045,1.057827404,0.11938528,0.1342198,0.4256,1.152596286,64.64765548,3.656901961,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
26,56,0.3122,180,0.2265,3660,207.5885353,Hotta:1984,1,0,3660,0.05,207.5885353,3.141592654,1,3.75E-33,2.67E+32,0.003692836,0.222807164,0.0857,4.433234524,0.0089,0.3211,0.0946,1.057827404,0.10702216,0.12150424,0.4157,1.183889652,68.78209856,3.901195382,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
26,56,0.3122,180,0.2364,4120,234.0021367,Hotta:1984,1,0,4120,0.05,234.0021367,3.141592654,1,3.75E-33,2.67E+32,0.003692836,0.232707164,0.0758,4.433234524,0.0089,0.3211,0.0847,1.057827404,0.09465904,0.10878868,0.4058,1.215183017,77.42684319,4.397584162,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
26,56,0.3331,180,0.0092,18,6.067124525,Hotta:1984,1,0,18,0.05,6.067124525,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.004999512,0.3239,4.433234524,0.0089,0.342,0.3328,1.054151295,0.43156436,0.4552704,0.6748,0.442350046,0.385079421,0.129795822,"[0.609,0.702]",0.649,"[0.438,0.650]",0.5
26,56,0.3331,180,0.0191,11,4.037635447,Hotta:1984,1,0,11,0.05,4.037635447,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.014899512,0.314,4.433234524,0.0089,0.342,0.3229,1.054151295,0.4183736,0.4417272,0.6649,0.474471051,0.235326313,0.086378351,"[0.609,0.702]",0.649,"[0.438,0.650]",0.5
26,56,0.3331,180,0.029,38,7.253275122,Hotta:1984,1,0,38,0.05,7.253275122,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.024799512,0.3041,4.433234524,0.0089,0.342,0.313,1.054151295,0.40518284,0.428184,0.655,0.506592057,0.812945444,0.155171499,"[0.609,0.702]",0.649,"[0.322,0.438]",0.38
26,56,0.3331,180,0.0389,51,9.354277097,Hotta:1984,1,0,51,0.05,9.354277097,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.034699512,0.2942,4.433234524,0.0089,0.342,0.3031,1.054151295,0.39199208,0.4146408,0.6451,0.538713062,1.091058359,0.200118867,"[0.609,0.702]",0.649,"[0.322,0.438]",0.38
26,56,0.3331,180,0.0488,153,16.83812638,Hotta:1984,1,0,153,0.05,16.83812638,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.044599512,0.2843,4.433234524,0.0089,0.342,0.2932,1.054151295,0.37880132,0.4010976,0.6352,0.570834067,3.273175076,0.360223108,"[0.609,0.702]",0.649,"[0.322,0.438]",0.38
26,56,0.3331,180,0.0587,309,25.27256418,Hotta:1984,1,0,309,0.05,25.27256418,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.054499512,0.2744,4.433234524,0.0089,0.342,0.2833,1.054151295,0.36561056,0.3875544,0.6253,0.602955073,6.610530055,0.540663576,"[0.609,0.702]",0.649,"[0.322,0.438]",0.38
26,56,0.3331,180,0.0686,549,46.8775266,Hotta:1984,1,0,549,0.05,46.8775266,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.064399512,0.2645,4.433234524,0.0089,0.342,0.2734,1.054151295,0.3524198,0.3740112,0.6154,0.635076078,11.74492233,1.002865044,"[0.609,0.702]",0.649,"[0.322,0.438]",0.38
26,56,0.3331,180,0.0785,896,67.13449188,Hotta:1984,1,0,896,0.05,67.13449188,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.074299512,0.2546,4.433234524,0.0089,0.342,0.2635,1.054151295,0.33922904,0.360468,0.6055,0.667197084,19.16839783,1.436228402,"[0.523,0.609]",0.57,"[0.322,0.438]",0.38
26,56,0.3331,180,0.0884,1300,77.93587107,Hotta:1984,1,0,1300,0.05,77.93587107,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.084199512,0.2447,4.433234524,0.0089,0.342,0.2536,1.054151295,0.32603828,0.3469248,0.5956,0.699318089,27.81129149,1.66730556,"[0.523,0.609]",0.57,"[0.322,0.438]",0.38
26,56,0.3331,180,0.0983,1800,100.1798383,Hotta:1984,1,0,1800,0.05,100.1798383,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.094099512,0.2348,4.433234524,0.0089,0.342,0.2437,1.054151295,0.31284752,0.3333816,0.5857,0.731439094,38.50794207,2.143177449,"[0.523,0.609]",0.57,"[0.322,0.438]",0.38
26,56,0.3331,180,0.1082,2230,122.6101546,Hotta:1984,1,0,2230,0.05,122.6101546,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.103999512,0.2249,4.433234524,0.0089,0.342,0.2338,1.054151295,0.29965676,0.3198384,0.5758,0.7635601,47.70706156,2.62303596,"[0.523,0.609]",0.57,"[0.206,0.322]",0.265
26,56,0.3331,180,0.1181,2630,141.7788771,Hotta:1984,1,0,2630,0.05,141.7788771,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.113899512,0.215,4.433234524,0.0089,0.342,0.2239,1.054151295,0.286466,0.3062952,0.5659,0.795681105,56.26438202,3.033118215,"[0.523,0.609]",0.57,"[0.206,0.322]",0.265
26,56,0.3331,180,0.128,3130,167.6074282,Hotta:1984,1,0,3130,0.05,167.6074282,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.123799512,0.2051,4.433234524,0.0089,0.342,0.214,1.054151295,0.27327524,0.292752,0.556,0.827802111,66.96103259,3.585676187,"[0.523,0.609]",0.57,"[0.206,0.322]",0.265
26,56,0.3331,180,0.1379,3540,187.8776197,Hotta:1984,1,0,3540,0.05,187.8776197,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.133699512,0.1952,4.433234524,0.0089,0.342,0.2041,1.054151295,0.26008448,0.2792088,0.5461,0.859923116,75.73228606,4.019322498,"[0.523,0.609]",0.57,"[0.206,0.322]",0.265
26,56,0.3331,180,0.1478,3900,207.1834936,Hotta:1984,1,0,3900,0.05,207.1834936,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.143599512,0.1853,4.433234524,0.0089,0.342,0.1942,1.054151295,0.24689372,0.2656656,0.5362,0.892044121,83.43387448,4.43233887,"[0.523,0.609]",0.57,"[0.206,0.322]",0.265
26,56,0.3331,180,0.1577,4160,219.7839849,Hotta:1984,1,0,4160,0.05,219.7839849,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.153499512,0.1754,4.433234524,0.0089,0.342,0.1843,1.054151295,0.23370296,0.2521224,0.5263,0.924165127,88.99613277,4.701904975,"[0.523,0.609]",0.57,"[0.206,0.322]",0.265
26,56,0.3331,180,0.1676,4080,219.4925967,Hotta:1984,1,0,4080,0.05,219.4925967,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.163399512,0.1655,4.433234524,0.0089,0.342,0.1744,1.054151295,0.2205122,0.2385792,0.5164,0.956286132,87.28466868,4.695671221,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.3331,180,0.1775,4270,226.9608997,Hotta:1984,1,0,4270,0.05,226.9608997,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.173299512,0.1556,4.433234524,0.0089,0.342,0.1645,1.054151295,0.20732144,0.225036,0.5065,0.988407138,91.3493959,4.855442876,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.3331,180,0.1874,3910,209.0364801,Hotta:1984,1,0,3910,0.05,209.0364801,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.183199512,0.1457,4.433234524,0.0089,0.342,0.1546,1.054151295,0.19413068,0.2114928,0.4966,1.020528143,83.64780749,4.471980369,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265
26,56,0.3331,180,0.1973,3880,207.9927883,Hotta:1984,1,0,3880,0.05,207.9927883,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.193099512,0.1358,4.433234524,0.0089,0.342,0.1447,1.054151295,0.18093992,0.1979496,0.4867,1.052649148,83.00600845,4.449652357,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.3331,180,0.2072,3560,192.0104164,Hotta:1984,1,0,3560,0.05,192.0104164,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.202999512,0.1259,4.433234524,0.0089,0.342,0.1348,1.054151295,0.16774916,0.1844064,0.4768,1.084770154,76.16015209,4.107736661,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.3331,180,0.2171,3500,188.4807682,Hotta:1984,1,0,3500,0.05,188.4807682,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.212899512,0.116,4.433234524,0.0089,0.342,0.1249,1.054151295,0.1545584,0.1708632,0.4669,1.116891159,74.87655402,4.032225836,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.3331,180,0.227,3520,190.53871,Hotta:1984,1,0,3520,0.05,190.53871,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.222799512,0.1061,4.433234524,0.0089,0.342,0.115,1.054151295,0.14136764,0.15732,0.457,1.149012165,75.30442004,4.076252003,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16
26,56,0.3331,180,0.2369,4200,229.6715045,Hotta:1984,1,0,4200,0.05,229.6715045,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.232699512,0.0962,4.433234524,0.0089,0.342,0.1051,1.054151295,0.12817688,0.1437768,0.4471,1.18113317,89.85186482,4.913431662,"[0.428,0.523]",0.475,"[0.100,0.145]",0.12
26,56,0.3331,180,0.2468,4510,242.0624919,Hotta:1984,1,0,4510,0.05,242.0624919,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.242599512,0.0863,4.433234524,0.0089,0.342,0.0952,1.054151295,0.11498612,0.1302336,0.4372,1.213254175,96.48378818,5.178515786,"[0.428,0.523]",0.475,"[0.100,0.145]",0.12
26,56,0.3331,180,0.2567,4000,260.5551765,Hotta:1984,1,0,4000,0.05,260.5551765,3.141592654,1,3.75E-33,2.67E+32,0.004200488,0.252499512,0.0764,4.433234524,0.0089,0.342,0.0853,1.054151295,0.10179536,0.1166904,0.4273,1.245375181,85.57320459,5.574135356,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12
26,56,0.5553,180,0.2724,327,36.9179157,Hotta:1984,1,0,327,0.05,36.9179157,3.141592654,1,3.75E-33,2.67E+32,0.01157625,0.26082375,0.2829,4.433234524,0.0089,0.5642,0.2918,1.032311622,0.62837748,0.65853424,0.856,0.732993113,19.44158368,2.194931949,"[0.702,0.878]",0.756,"[0.650,1.050]",0.8
26,56,0.5553,180,0.2814,428,39.33141238,Hotta:1984,1,0,428,0.05,39.33141238,3.141592654,1,3.75E-33,2.67E+32,0.01157625,0.26982375,0.2739,4.433234524,0.0089,0.5642,0.2828,1.032311622,0.60838668,0.63822304,0.847,0.770193227,25.44647649,2.338424908,"[0.702,0.878]",0.756,"[0.438,0.650]",0.5
26,56,0.5553,180,0.2941,536,41.05423242,Hotta:1984,1,0,536,0.05,41.05423242,3.141592654,1,3.75E-33,2.67E+32,0.01157625,0.28252375,0.2612,4.433234524,0.0089,0.5642,0.2701,1.032311622,0.58017744,0.60956168,0.8343,0.822686721,31.86755,2.440854113,"[0.702,0.878]",0.756,"[0.438,0.650]",0.5
26,56,0.5553,180,0.3025,511,38.80003222,Hotta:1984,1,0,511,0.05,38.80003222,3.141592654,1,3.75E-33,2.67E+32,0.01157625,0.29092375,0.2528,4.433234524,0.0089,0.5642,0.2617,1.032311622,0.56151936,0.59060456,0.8259,0.857406828,30.38119039,2.306832027,"[0.702,0.878]",0.756,"[0.438,0.650]",0.5
26,56,0.5553,180,0.3139,460,37.17041835,Hotta:1984,1,0,460,0.05,37.17041835,3.141592654,1,3.75E-33,2.67E+32,0.01157625,0.30232375,0.2414,4.433234524,0.0089,0.5642,0.2503,1.032311622,0.53619768,0.56487704,0.8145,0.904526972,27.34901679,2.209944338,"[0.702,0.878]",0.756,"[0.438,0.650]",0.5
26,56,0.5553,180,0.3212,575,61.52985048,Hotta:1984,1,0,575,0.05,61.52985048,3.141592654,1,3.75E-33,2.67E+32,0.01157625,0.30962375,0.2341,4.433234524,0.0089,0.5642,0.243,1.032311622,0.51998292,0.5484024,0.8072,0.934700398,34.18627099,3.658219378,"[0.702,0.878]",0.756,"[0.438,0.650]",0.5
26,56,0.5553,180,0.3346,932,70.1983618,Hotta:1984,1,0,932,0.05,70.1983618,3.141592654,1,3.75E-33,2.67E+32,0.01157625,0.32302375,0.2207,4.433234524,0.0089,0.5642,0.2296,1.032311622,0.49021884,0.51816128,0.7938,0.990087234,55.4114862,4.173600382,"[0.702,0.878]",0.756,"[0.438,0.650]",0.5
26,56,0.5553,180,0.3414,988,73.4827871,Hotta:1984,1,0,988,0.05,73.4827871,3.141592654,1,3.75E-33,2.67E+32,0.01157625,0.32982375,0.2139,4.433234524,0.0089,0.5642,0.2228,1.032311622,0.47511468,0.50281504,0.787,1.018193987,58.74093172,4.368873866,"[0.702,0.878]",0.756,"[0.438,0.650]",0.5
26,56,0.5553,180,0.3549,903,70.69570355,Hotta:1984,1,0,903,0.05,70.69570355,3.141592654,1,3.75E-33,2.67E+32,0.01157625,0.34332375,0.2004,4.433234524,0.0089,0.5642,0.2093,1.032311622,0.44512848,0.47234824,0.7735,1.073994158,53.68730905,4.203169529,"[0.702,0.878]",0.756,"[0.438,0.650]",0.5
26,56,0.5553,180,0.3614,1010,80.11922366,Hotta:1984,1,0,1010,0.05,80.11922366,3.141592654,1,3.75E-33,2.67E+32,0.01157625,0.34982375,0.1939,4.433234524,0.0089,0.5642,0.2028,1.032311622,0.43069068,0.45767904,0.767,1.100860907,60.04892817,4.763439116,"[0.702,0.878]",0.756,"[0.438,0.650]",0.5
26,56,0.5553,180,0.3752,1030,79.29905422,Hotta:1984,1,0,1030,0.05,79.29905422,3.141592654,1,3.75E-33,2.67E+32,0.01157625,0.36362375,0.1801,4.433234524,0.0089,0.5642,0.189,1.032311622,0.40003812,0.4265352,0.7532,1.157901082,61.23801586,4.714676447,"[0.702,0.878]",0.756,"[0.322,0.438]",0.38
26,56,0.5553,180,0.381,1120,85.19178364,Hotta:1984,1,0,1120,0.05,85.19178364,3.141592654,1,3.75E-33,2.67E+32,0.01157625,0.36942375,0.1743,4.433234524,0.0089,0.5642,0.1832,1.032311622,0.38715516,0.41344576,0.7474,1.181874489,66.58891045,5.065025046,"[0.702,0.878]",0.756,"[0.322,0.438]",0.38
26,56,0.5553,180,0.3954,1300,98.418545,Hotta:1984,1,0,1300,0.05,98.418545,3.141592654,1,3.75E-33,2.67E+32,0.01157625,0.38382375,0.1599,4.433234524,0.0089,0.5642,0.1688,1.032311622,0.35516988,0.38094784,0.733,1.241394671,77.29069963,5.851414,"[0.702,0.878]",0.756,"[0.322,0.438]",0.38
26,56,0.5553,180,0.4006,1410,109.358173,Hotta:1984,1,0,1410,0.05,109.358173,3.141592654,1,3.75E-33,2.67E+32,0.01157625,0.38902375,0.1547,4.433234524,0.0089,0.5642,0.1636,1.032311622,0.34361964,0.36921248,0.7278,1.26288807,83.83068191,6.501822847,"[0.702,0.878]",0.756,"[0.322,0.438]",0.38
26,56,0.5553,180,0.4154,1800,139.8177385,Hotta:1984,1,0,1800,0.05,139.8177385,3.141592654,1,3.75E-33,2.67E+32,0.01157625,0.40382375,0.1399,4.433234524,0.0089,0.5642,0.1488,1.032311622,0.31074588,0.33581184,0.713,1.324061591,107.0178918,8.312777561,"[0.702,0.878]",0.756,"[0.322,0.438]",0.38
26,56,0.5553,180,0.42,1860,140.2640367,Hotta:1984,1,0,1860,0.05,140.2640367,3.141592654,1,3.75E-33,2.67E+32,0.01157625,0.40842375,0.1353,4.433234524,0.0089,0.5642,0.1442,1.032311622,0.30052836,0.32543056,0.7084,1.343074983,110.5851549,8.339311948,"[0.702,0.878]",0.756,"[0.322,0.438]",0.38
26,56,0.5553,180,0.4254,2070,159.2270392,Hotta:1984,1,0,2070,0.05,159.2270392,3.141592654,1,3.75E-33,2.67E+32,0.01157625,0.41382375,0.1299,4.433234524,0.0089,0.5642,0.1388,1.032311622,0.28853388,0.31324384,0.703,1.365395051,123.0705756,9.466745582,"[0.702,0.878]",0.756,"[0.206,0.322]",0.265
26,56,0.5553,180,0.4296,2260,170.7424962,Hotta:1984,1,0,2260,0.05,170.7424962,3.141592654,1,3.75E-33,2.67E+32,0.01157625,0.41802375,0.1257,4.433234524,0.0089,0.5642,0.1346,1.032311622,0.27920484,0.30376528,0.6988,1.382755104,134.3669086,10.15138999,"[0.609,0.702]",0.649,"[0.206,0.322]",0.265
,,0.1546,180,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,
,,0.1737,180,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,
,,0.1922,180,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,
,,0.2065,180,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,
,,0.2211,180,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,
,,0.2356,180,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,
,,0.2519,180,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,
,,0.2712,180,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,
,,0.2928,180,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,
,,0.3122,180,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,
,,0.3331,180,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,
,,0.5553,180,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,
